Creditability,Account_Balance,Duration_of_Credit_monthly,Payment_Status_of_Previous_Credit,Credit_Amount,Length_of_current_employment,Guarantors,Duration_in_Current_address,Age_years,Concurrent_Credits,No_of_Credits_at_this_Bank
331,1,Have Account,18,No_Problems,2404,3,No,2,26,Other_Bank,2
332,1,Have Account,6,No_Problems,1554,4,No,2,24,Other_Bank,2
333,1,Have Account,22,Paid_Up,1283,4,No,4,25,Other_Bank,1
334,1,Have Account,24,No_Problems,717,5,No,4,54,Other_Bank,2
335,1,No Account,24,Paid_Up,1747,2,Yes,1,24,Other_Bank,1
336,1,No Account,9,No_Problems,1288,5,Yes,4,48,Other_Bank,2
337,1,No Account,10,No_Problems,1038,4,Yes,3,49,Other_Bank,2
338,1,Have Account,10,Paid_Up,2848,3,Yes,2,32,Other_Bank,1
339,1,Have Account,12,Paid_Up,1413,4,No,2,55,Other_Bank,1
340,1,Have Account,30,No_Problems,3077,5,No,2,40,Other_Bank,2
341,1,No Account,24,Some_Problems,3632,3,Yes,4,22,No_credit,1
342,1,Have Account,18,No_Problems,3229,1,No,4,38,Other_Bank,1
343,1,Have Account,9,Paid_Up,3577,3,Yes,2,26,Other_Bank,1
344,1,Have Account,12,No_Problems,682,4,No,3,51,Other_Bank,2
345,1,Have Account,10,Paid_Up,1924,3,No,4,38,Other_Bank,1
346,1,Have Account,10,Paid_Up,727,5,No,4,46,Other_Bank,1
347,1,Have Account,10,No_Problems,781,5,No,4,63,Other_Bank,2
348,1,No Account,12,No_Problems,2121,3,No,2,30,Other_Bank,2
349,1,Have Account,12,No_Problems,701,3,No,2,32,Other_Bank,2
350,1,Have Account,10,No_Problems,2069,3,No,1,26,Other_Bank,2
351,1,Have Account,24,Paid_Up,1525,4,No,3,34,Other_Bank,1
352,1,Have Account,48,No_Problems,7629,5,No,2,46,No_credit,2
353,0,No Account,12,No_Problems,3499,3,Yes,2,29,Other_Bank,2
354,1,Have Account,6,Paid_Up,1346,5,No,4,42,No_credit,1
355,1,Have Account,36,No_Problems,10477,5,No,4,42,Other_Bank,2
356,1,No Account,24,Paid_Up,2924,3,Yes,4,63,No_credit,1
357,1,Have Account,10,No_Problems,1231,5,No,4,32,Other_Bank,2
358,1,Have Account,18,Paid_Up,1961,5,No,2,23,Other_Bank,1
359,1,Have Account,15,No_Problems,5045,5,No,4,59,Other_Bank,1
360,1,Have Account,12,No_Problems,1255,5,No,4,61,Other_Bank,2
361,1,No Account,12,Paid_Up,1858,2,No,1,22,Other_Bank,1
362,1,Have Account,6,No_Problems,1221,3,No,2,27,Other_Bank,2
363,1,Have Account,9,Paid_Up,1388,3,No,2,26,Other_Bank,1
364,1,Have Account,12,Paid_Up,2279,3,No,4,37,Other_Bank,1
365,1,Have Account,12,No_loan_history,2759,5,No,4,34,Other_Bank,2
366,1,Have Account,24,Paid_Up,1258,3,No,3,57,Other_Bank,1
367,1,Have Account,12,No_loan_history,1410,3,No,2,31,Other_Bank,1
368,1,No Account,15,Paid_Up,1403,3,No,4,28,Other_Bank,1
369,1,No Account,24,Paid_Up,3021,3,No,2,24,Other_Bank,1
370,1,No Account,24,Paid_Up,6568,3,No,2,21,Dept_Stores,1
371,1,Have Account,24,No_Problems,2578,5,No,2,34,Other_Bank,1
372,1,Have Account,24,No_Problems,7758,5,No,4,29,Other_Bank,1
373,1,No Account,6,Paid_Up,343,2,No,1,27,Other_Bank,1
374,1,Have Account,21,No_Problems,1591,4,No,3,34,Other_Bank,2
375,1,No Account,27,Paid_Up,3416,3,No,2,27,Other_Bank,1
376,0,No Account,12,No_loan_history,1108,4,No,3,28,Other_Bank,2
377,1,Have Account,27,No_Problems,5965,5,No,2,30,Other_Bank,2
378,1,Have Account,15,Paid_Up,1514,3,Yes,2,22,Other_Bank,1
379,1,Have Account,30,No_Problems,6742,4,No,3,36,Other_Bank,2
380,1,No Account,18,Paid_Up,3650,2,No,4,22,Other_Bank,1
381,1,No Account,21,Paid_Up,3599,4,No,4,26,Other_Bank,1
382,1,Have Account,60,No_Problems,13756,5,No,4,63,No_credit,1
383,1,Have Account,9,Paid_Up,276,3,No,4,22,Other_Bank,1
384,1,Have Account,42,No_Problems,4041,3,No,4,36,Other_Bank,2
385,1,Have Account,9,Paid_Up,458,3,No,3,24,Other_Bank,1
386,0,Have Account,9,Paid_Up,918,3,No,1,30,Other_Bank,1
387,1,Have Account,24,Paid_Up,7393,3,No,4,43,Other_Bank,1
388,1,Have Account,10,Paid_Up,1225,3,No,2,37,Other_Bank,1
389,1,No Account,24,Paid_Up,2812,5,No,4,26,Other_Bank,1
390,1,Have Account,15,Paid_Up,3029,4,No,2,33,Other_Bank,1
391,1,Have Account,12,No_Problems,1480,1,No,4,66,No_credit,3
392,1,Have Account,6,No_Problems,1047,3,No,4,50,Other_Bank,1
393,1,Have Account,15,No_Problems,1471,3,No,4,35,Other_Bank,2
394,1,Have Account,24,Paid_Up,5511,3,No,1,25,Dept_Stores,1
395,1,Have Account,9,Paid_Up,1206,5,No,4,25,Other_Bank,1
396,1,Have Account,24,No_Problems,6403,2,No,2,33,Other_Bank,1
397,1,Have Account,12,Paid_Up,707,3,No,2,30,No_credit,2
398,1,Have Account,12,No_Problems,1503,3,No,4,41,Other_Bank,1
399,1,Have Account,12,Paid_Up,6078,4,No,2,32,Other_Bank,1
400,1,Have Account,27,Paid_Up,2528,2,No,1,32,Other_Bank,1
401,1,Have Account,12,Paid_Up,1037,4,No,4,39,Other_Bank,1
402,1,No Account,6,Paid_Up,1352,1,No,2,23,Other_Bank,1
403,1,Have Account,24,Paid_Up,3181,2,No,4,26,Other_Bank,1
404,1,Have Account,18,Paid_Up,4594,2,No,2,32,Other_Bank,1
405,1,Have Account,48,Paid_Up,5381,1,No,4,40,No_credit,1
406,1,Have Account,15,Paid_Up,4657,3,No,2,30,Other_Bank,1
407,1,Have Account,9,Paid_Up,1391,3,No,1,27,No_credit,1
408,1,Have Account,18,Paid_Up,1913,2,No,3,36,No_credit,1
409,1,Have Account,42,Paid_Up,7166,4,No,4,29,Other_Bank,1
410,1,Have Account,13,Paid_Up,1409,1,No,4,64,Other_Bank,1
411,1,Have Account,24,No_Problems,2978,3,No,4,32,Other_Bank,2
412,1,Have Account,12,No_Problems,976,5,No,4,35,Other_Bank,2
413,1,Have Account,24,No_Problems,2375,3,No,2,44,Other_Bank,2
414,1,Have Account,12,No_Problems,522,5,No,4,42,Other_Bank,2
415,1,Have Account,28,No_Problems,2743,5,No,2,29,Other_Bank,2
416,1,Have Account,11,No_Problems,1154,1,No,4,57,Other_Bank,3
417,1,Have Account,24,No_Problems,5804,3,No,2,27,Other_Bank,2
418,1,Have Account,18,No_Problems,1169,3,No,3,29,Other_Bank,2
419,1,No Account,15,No_Problems,1478,5,No,4,44,Other_Bank,2
420,1,Have Account,12,Paid_Up,776,3,No,2,28,Other_Bank,1
421,1,Have Account,11,No_Problems,1322,3,No,4,40,Other_Bank,2
422,1,Have Account,16,No_Problems,1175,1,No,3,68,Other_Bank,3
423,1,Have Account,12,Paid_Up,2133,5,No,4,52,Other_Bank,1
424,1,Have Account,15,No_Problems,1829,5,No,4,46,Other_Bank,2
425,1,Have Account,12,No_Problems,717,5,No,4,52,Other_Bank,3
426,1,Have Account,39,No_Problems,11760,4,No,3,32,Other_Bank,1
427,0,Have Account,9,No_Problems,1501,5,No,3,34,Other_Bank,2
428,1,No Account,12,Paid_Up,1200,3,No,4,23,No_credit,1
429,1,Have Account,9,Paid_Up,3195,3,No,2,33,Other_Bank,1
430,1,Have Account,30,No_Problems,4530,4,No,4,26,Other_Bank,1
431,0,Have Account,12,No_Problems,1555,5,No,4,55,Other_Bank,2
432,1,Have Account,15,No_Problems,2326,3,No,4,27,No_credit,1
433,1,Have Account,18,No_Problems,1887,3,No,4,28,No_credit,2
434,1,Have Account,12,No_Problems,1264,5,No,4,57,Other_Bank,1
435,1,Have Account,7,No_Problems,846,5,No,4,36,Other_Bank,1
436,1,Have Account,15,No_Problems,1532,3,No,3,31,Other_Bank,1
437,1,Have Account,6,No_Problems,935,3,No,2,24,Other_Bank,1
438,1,No Account,27,No_Problems,2442,5,No,4,43,Dept_Stores,4
439,1,Have Account,18,No_Problems,3590,1,No,3,40,Other_Bank,3
440,1,Have Account,21,No_Problems,2288,2,No,4,23,Other_Bank,1
441,1,Have Account,27,No_Problems,5117,4,No,4,26,Other_Bank,2
442,1,No Account,39,No_Problems,14179,4,No,4,30,Other_Bank,2
443,1,Have Account,15,Paid_Up,1386,3,No,2,40,Other_Bank,1
444,1,Have Account,12,No_Problems,618,5,No,4,56,Other_Bank,1
445,1,Have Account,12,Paid_Up,1574,3,No,2,50,Other_Bank,1
446,1,Have Account,6,No_Problems,700,5,No,4,36,Other_Bank,2
447,1,Have Account,12,Paid_Up,886,3,No,2,21,Other_Bank,1
448,1,Have Account,36,Paid_Up,4686,3,No,2,32,Other_Bank,1
449,1,Have Account,9,Paid_Up,790,3,No,3,66,Other_Bank,1
450,0,Have Account,12,Paid_Up,766,3,No,3,66,Other_Bank,1
451,1,No Account,20,Paid_Up,2212,4,No,4,39,Other_Bank,1
452,1,Have Account,10,Paid_Up,7308,1,No,4,70,No_credit,1
453,1,Have Account,24,No_Problems,5743,2,No,4,24,Other_Bank,2
454,1,No Account,14,Paid_Up,3973,1,No,4,22,Other_Bank,1
455,1,Have Account,60,No_Problems,7418,3,No,1,27,Other_Bank,1
456,1,Have Account,20,No_Problems,2629,3,No,3,29,No_credit,2
457,1,Have Account,18,Paid_Up,1941,3,No,2,35,Other_Bank,1
458,1,Have Account,24,No_Problems,2333,2,No,2,29,No_credit,1
459,1,Have Account,12,Paid_Up,2445,2,No,4,26,Other_Bank,1
460,1,Have Account,20,Paid_Up,6468,1,No,4,60,Other_Bank,1
461,1,Have Account,18,No_Problems,7374,1,No,4,40,Dept_Stores,2
462,1,Have Account,15,Paid_Up,3812,2,No,4,23,Other_Bank,1
463,0,No Account,28,Paid_Up,4006,3,No,2,45,Other_Bank,1
464,1,Have Account,12,Paid_Up,7472,1,No,2,24,Other_Bank,1
465,1,Have Account,12,Paid_Up,1424,5,No,4,55,Other_Bank,1
466,1,Have Account,12,Paid_Up,2028,3,No,2,30,Other_Bank,1
467,1,Have Account,15,Paid_Up,5324,5,No,4,35,Other_Bank,1
468,1,Have Account,36,Paid_Up,2323,4,No,4,24,Other_Bank,1
469,1,Have Account,12,Paid_Up,1393,5,No,4,47,No_credit,3
470,1,Have Account,18,Paid_Up,1984,3,No,4,47,No_credit,2
471,1,Have Account,24,Paid_Up,999,5,No,2,25,Other_Bank,2
472,1,Have Account,36,Paid_Up,7409,5,No,2,37,Other_Bank,2
473,1,Have Account,15,Paid_Up,2186,4,No,4,33,No_credit,1
474,1,Have Account,36,Paid_Up,4473,5,No,2,31,Other_Bank,1
475,1,Have Account,24,Paid_Up,937,2,No,3,27,Other_Bank,2
476,1,Have Account,18,Paid_Up,3422,5,No,4,47,No_credit,3
477,1,Have Account,24,Paid_Up,3105,2,No,2,25,Other_Bank,2
478,1,Have Account,12,No_Problems,2748,5,No,4,57,No_credit,3
479,1,Have Account,18,Paid_Up,3872,1,No,4,67,Other_Bank,1
480,1,Have Account,27,Paid_Up,5190,5,No,4,48,Other_Bank,4
481,1,Have Account,18,Paid_Up,3001,4,No,4,40,Other_Bank,1
482,1,Have Account,24,No_Problems,3863,3,No,2,32,Other_Bank,1
483,1,Have Account,12,No_Problems,5801,5,No,4,49,Other_Bank,1
484,1,Have Account,12,No_Problems,1592,4,No,2,35,Other_Bank,1
485,1,Have Account,12,No_Problems,1185,3,No,2,27,Other_Bank,2
486,1,Have Account,18,No_Problems,3780,2,No,2,35,Other_Bank,2
487,1,Have Account,18,No_Problems,3612,5,No,4,37,Other_Bank,1
488,1,Have Account,12,Paid_Up,1076,3,No,2,26,Other_Bank,1
489,1,Have Account,12,Paid_Up,3527,2,No,3,45,Other_Bank,1
490,1,Have Account,18,Paid_Up,2051,2,No,1,33,Other_Bank,1
491,1,Have Account,12,No_Problems,3331,5,No,4,42,Dept_Stores,1
492,1,No Account,18,No_loan_history,3104,4,No,1,31,No_credit,1
493,1,Have Account,24,No_Problems,2611,5,Yes,3,46,Other_Bank,2
494,1,No Account,12,No_Problems,1409,5,No,3,54,Other_Bank,1
495,1,Have Account,24,Paid_Up,1311,4,No,3,26,Other_Bank,1
496,1,Have Account,6,Paid_Up,2108,4,No,2,29,Other_Bank,1
497,1,Have Account,24,No_Problems,4042,4,No,4,43,Other_Bank,2
498,1,Have Account,12,No_Problems,926,1,No,2,38,Other_Bank,1
499,1,No Account,12,Paid_Up,1680,5,No,1,35,Other_Bank,1
500,1,Have Account,24,Paid_Up,1249,2,No,2,28,Other_Bank,1
501,1,Have Account,24,No_Problems,2463,4,No,3,27,Other_Bank,2
502,1,Have Account,6,Paid_Up,1595,4,No,2,51,Other_Bank,1
503,1,Have Account,24,No_Problems,2058,3,No,2,33,Other_Bank,2
504,1,Have Account,24,Paid_Up,7814,4,No,3,38,Other_Bank,1
505,1,Have Account,6,No_Problems,1740,5,No,2,30,Other_Bank,2
506,1,Have Account,12,No_Problems,1240,5,No,2,38,Other_Bank,2
507,1,Have Account,24,No_Problems,6842,3,No,4,46,Other_Bank,2
508,1,Have Account,24,No_Problems,5150,5,No,4,33,Other_Bank,1
509,1,No Account,6,Paid_Up,1203,5,No,2,43,Other_Bank,1
510,1,Have Account,6,No_Problems,2080,3,No,2,24,Other_Bank,1
511,1,Have Account,6,Paid_Up,1538,2,No,2,56,Other_Bank,1
512,1,Have Account,24,No_Problems,3878,2,No,2,37,Other_Bank,1
513,1,Have Account,30,Paid_Up,3832,2,No,1,22,Other_Bank,1
514,1,Have Account,15,Paid_Up,3186,4,No,3,20,Other_Bank,1
515,1,Have Account,24,Paid_Up,2896,2,No,1,29,Other_Bank,1
516,1,Have Account,24,No_Problems,6967,4,No,4,36,Other_Bank,1
517,0,Have Account,36,Paid_Up,1819,3,No,4,37,Dept_Stores,1
518,0,Have Account,24,Paid_Up,5943,2,No,1,44,Other_Bank,2
519,0,Have Account,36,No_Problems,7127,2,No,4,23,Other_Bank,2
520,0,Have Account,36,Paid_Up,3349,3,No,2,28,Other_Bank,1
521,0,Have Account,36,Paid_Up,10974,1,No,2,26,Other_Bank,2
522,1,Have Account,6,Paid_Up,518,3,No,1,29,Other_Bank,1
523,1,Have Account,18,Paid_Up,1126,2,No,2,21,Other_Bank,1
524,1,Have Account,12,No_Problems,1860,1,No,2,34,Other_Bank,2
525,1,Have Account,36,No_Problems,9566,3,No,2,31,Dept_Stores,2
526,1,No Account,12,Paid_Up,701,3,No,2,40,Other_Bank,1
527,1,Have Account,12,Paid_Up,2930,4,No,1,27,Other_Bank,1
528,1,Have Account,18,Paid_Up,1505,3,No,2,32,Other_Bank,1
529,1,Have Account,18,No_Problems,2238,3,No,1,25,Other_Bank,2
530,1,Have Account,4,No_Problems,1503,4,No,1,42,Other_Bank,2
531,1,Have Account,24,No_Problems,2197,4,No,4,43,Other_Bank,2
532,1,Have Account,12,Paid_Up,1881,3,No,2,44,Other_Bank,1
533,1,No Account,18,No_Problems,1880,4,No,1,32,Other_Bank,2
534,1,No Account,18,Paid_Up,2389,2,No,1,27,Dept_Stores,1
535,1,Have Account,24,Paid_Up,1967,5,No,4,20,Other_Bank,1
536,1,Have Account,4,No_Problems,3380,4,No,1,37,Other_Bank,1
537,1,Have Account,4,No_Problems,1455,4,No,1,42,Other_Bank,3
538,1,Have Account,7,No_Problems,730,5,No,2,46,Other_Bank,2
539,1,Have Account,18,No_loan_history,3244,3,No,4,33,No_credit,2
540,0,Have Account,9,Paid_Up,1670,2,No,2,22,Other_Bank,1
541,1,Have Account,48,Paid_Up,3979,4,No,1,41,Other_Bank,2
542,0,Have Account,12,Paid_Up,1922,3,No,2,37,Other_Bank,1
543,1,Have Account,18,No_Problems,1295,2,No,1,27,Other_Bank,2
544,1,Have Account,4,No_Problems,1544,4,No,1,42,Other_Bank,3
545,1,Have Account,8,Paid_Up,907,2,No,2,26,Other_Bank,1
546,1,Have Account,30,Paid_Up,1715,3,No,1,26,Other_Bank,1
547,1,Have Account,10,No_Problems,1347,4,No,2,27,Other_Bank,2
548,1,Have Account,12,Paid_Up,1007,3,No,1,22,Other_Bank,1
549,1,Have Account,12,No_Problems,1402,4,No,4,37,Other_Bank,1
550,1,Have Account,12,Paid_Up,2002,4,No,4,30,Other_Bank,1
551,1,Have Account,12,No_Problems,2096,4,No,3,49,Other_Bank,1
552,1,Have Account,12,Paid_Up,1101,3,No,2,27,Other_Bank,2
553,1,Have Account,10,Paid_Up,894,4,No,3,40,Other_Bank,1
554,1,Have Account,11,Paid_Up,1577,2,No,1,20,Other_Bank,1
555,1,Have Account,33,No_Problems,2764,3,No,2,26,Other_Bank,2
556,1,Have Account,48,No_loan_history,8358,2,No,1,30,Other_Bank,2
557,1,Have Account,12,Paid_Up,1474,2,No,1,33,No_credit,1
558,1,Have Account,24,Paid_Up,5433,1,No,4,26,Other_Bank,1
559,1,Have Account,14,Paid_Up,1410,5,No,2,35,Other_Bank,1
560,1,Have Account,20,No_Problems,3485,2,No,4,44,Other_Bank,2
561,1,Have Account,18,No_Problems,3850,4,No,1,27,Other_Bank,2
562,0,Have Account,60,Paid_Up,7408,2,No,2,24,Other_Bank,1
563,1,Have Account,24,Paid_Up,1377,5,No,2,47,Other_Bank,1
564,1,Have Account,30,No_Problems,4272,3,No,2,26,Other_Bank,2
565,1,Have Account,24,No_Problems,1553,4,No,2,23,Other_Bank,2
566,1,Have Account,36,No_Problems,9857,4,No,3,31,Other_Bank,2
567,1,Have Account,6,No_Problems,362,3,No,4,52,Other_Bank,2
568,1,Have Account,12,No_Problems,1935,5,No,4,43,Other_Bank,3
569,1,Have Account,48,Paid_Up,10222,4,No,3,37,Dept_Stores,1
570,1,Have Account,12,Paid_Up,1330,2,No,1,26,Other_Bank,1
571,1,Have Account,36,Paid_Up,9055,3,No,4,35,Other_Bank,1
572,1,Have Account,26,Paid_Up,7966,2,No,3,30,Other_Bank,2
573,1,Have Account,30,Some_Problems,3496,3,No,2,34,Dept_Stores,1
574,1,Have Account,36,Paid_Up,6948,3,No,2,35,Other_Bank,1
575,1,Have Account,48,No_loan_history,12204,3,No,2,48,No_credit,1
576,0,No Account,36,Paid_Up,3446,5,No,2,42,Other_Bank,1
577,0,No Account,12,Paid_Up,684,3,No,4,40,Other_Bank,1
578,0,No Account,33,No_Problems,4281,3,No,4,23,Other_Bank,2
579,0,No Account,42,Paid_Up,7174,4,No,3,30,Other_Bank,1
580,0,No Account,24,Some_Problems,1546,4,Yes,4,24,No_credit,1
581,0,No Account,24,Paid_Up,2359,1,No,1,33,Other_Bank,1
582,0,Have Account,24,Paid_Up,3621,5,No,4,31,Other_Bank,2
583,0,No Account,12,Paid_Up,741,1,No,3,22,Other_Bank,1
584,0,No Account,12,Paid_Up,7865,5,No,4,53,Other_Bank,1
585,1,No Account,24,Paid_Up,2910,4,No,1,34,Other_Bank,1
586,1,No Account,18,No_Problems,5302,5,No,4,36,Other_Bank,3
587,1,No Account,36,Paid_Up,3620,3,Yes,2,37,Other_Bank,1
588,1,No Account,18,Paid_Up,3509,4,Yes,1,25,Other_Bank,1
589,1,Have Account,12,Paid_Up,3017,2,No,1,34,Other_Bank,1
590,1,No Account,12,Paid_Up,1657,3,No,2,27,Other_Bank,1
591,1,No Account,8,No_Problems,1164,5,No,4,51,No_credit,2
592,0,No Account,36,No_Problems,6229,2,Yes,4,23,Other_Bank,2
593,0,No Account,24,Some_Problems,1193,1,Yes,4,29,Other_Bank,2
594,1,No Account,30,No_loan_history,4583,3,Yes,2,32,Other_Bank,2
595,1,No Account,36,No_Problems,5371,3,Yes,2,28,Other_Bank,2
596,1,No Account,12,Paid_Up,708,3,Yes,3,38,Other_Bank,1
597,1,No Account,21,No_Problems,571,5,No,4,65,Other_Bank,2
598,1,No Account,30,Paid_Up,2522,5,Yes,3,39,Other_Bank,1
599,0,No Account,36,Paid_Up,5179,4,No,2,29,Other_Bank,1
600,0,No Account,36,Paid_Up,8229,3,No,2,26,Other_Bank,1
601,1,Have Account,24,No_Problems,2028,4,No,2,30,Other_Bank,2
602,1,No Account,6,Paid_Up,1374,1,No,3,75,Other_Bank,1
603,1,No Account,12,Paid_Up,1289,3,Yes,1,21,Other_Bank,1
604,0,No Account,36,Paid_Up,2712,5,No,2,41,No_credit,1
605,1,No Account,15,No_Problems,975,3,No,3,25,Other_Bank,2
606,1,Have Account,6,No_Problems,1050,1,No,1,35,Dept_Stores,2
607,1,No Account,6,No_Problems,609,4,No,3,37,Other_Bank,2
608,1,No Account,48,Paid_Up,4788,4,No,3,26,Other_Bank,1
609,1,Have Account,24,Paid_Up,3069,5,No,4,30,Other_Bank,1
610,0,Have Account,12,Paid_Up,836,2,No,2,23,No_credit,1
611,1,No Account,12,Paid_Up,2577,3,No,1,42,Other_Bank,1
612,1,No Account,12,Paid_Up,1620,3,Yes,3,30,Other_Bank,1
613,1,No Account,15,Paid_Up,1845,2,Yes,1,46,Other_Bank,1
614,1,No Account,24,Paid_Up,6579,1,No,2,29,Other_Bank,1
615,1,No Account,12,Paid_Up,1893,3,Yes,4,29,Other_Bank,1
616,1,No Account,30,No_Problems,10623,5,No,4,38,Other_Bank,3
617,1,No Account,18,Paid_Up,2249,4,No,3,30,Other_Bank,1
618,0,No Account,30,Paid_Up,3108,2,No,4,31,Other_Bank,1
619,1,Have Account,12,No_Problems,958,4,No,3,47,Other_Bank,2
620,1,Have Account,24,Paid_Up,9277,3,No,4,48,Other_Bank,1
621,1,Have Account,24,No_Problems,6314,1,Yes,2,27,No_credit,2
622,1,No Account,12,No_Problems,1526,5,No,4,66,Other_Bank,2
623,1,No Account,12,Paid_Up,3590,3,Yes,2,29,Other_Bank,1
624,1,No Account,24,No_Problems,6615,1,No,4,75,Other_Bank,2
625,1,No Account,6,No_Problems,1872,1,No,4,36,Other_Bank,3
626,1,Have Account,12,Paid_Up,2859,1,No,4,38,Other_Bank,1
627,1,Have Account,18,No_Problems,1582,5,No,4,46,Other_Bank,2
628,1,Have Account,6,Paid_Up,1238,1,No,4,36,Other_Bank,1
629,1,No Account,12,Paid_Up,2578,1,No,4,55,Other_Bank,1
630,1,No Account,15,No_Problems,1433,3,No,3,25,Other_Bank,2
631,1,No Account,42,Paid_Up,7882,4,Yes,4,45,Other_Bank,1
632,1,No Account,24,Paid_Up,4169,3,No,4,28,Other_Bank,1
633,1,No Account,36,Paid_Up,3959,1,No,3,30,Other_Bank,1
634,1,No Account,36,Paid_Up,3249,4,No,4,39,No_credit,1
635,1,No Account,24,Paid_Up,3149,2,No,1,22,No_credit,1
636,0,No Account,12,No_Problems,2246,5,No,3,60,Other_Bank,2
637,1,No Account,13,No_Problems,1797,2,No,1,28,No_credit,2
638,1,No Account,20,No_Problems,4272,5,No,4,24,Other_Bank,2
639,1,No Account,24,No_Problems,2957,5,No,4,63,Other_Bank,2
640,1,No Account,36,No_Problems,2348,3,No,2,46,Other_Bank,2
641,1,Have Account,42,No_loan_history,6289,2,No,1,33,Other_Bank,2
642,1,No Account,24,No_Problems,6419,5,No,4,44,Other_Bank,2
643,0,No Account,48,No_Problems,6143,5,No,4,58,Dept_Stores,2
644,1,Have Account,24,No_Problems,1597,5,No,4,54,Other_Bank,2
645,1,No Account,36,Paid_Up,15857,1,Yes,3,43,Other_Bank,1
646,1,Have Account,24,No_Problems,2223,5,No,4,52,No_credit,2
647,1,Have Account,48,No_Problems,7238,5,No,3,32,No_credit,2
648,1,Have Account,30,No_Problems,2503,5,No,2,41,Dept_Stores,2
649,1,Have Account,18,Paid_Up,2622,3,No,4,34,Other_Bank,1
650,1,Have Account,24,Paid_Up,4351,3,No,4,48,Other_Bank,1
651,1,Have Account,6,Paid_Up,368,5,No,4,38,Other_Bank,1
652,1,Have Account,12,Paid_Up,754,5,No,4,38,Other_Bank,2
653,1,Have Account,24,No_Problems,2424,5,No,4,53,Other_Bank,2
654,1,Have Account,48,No_Problems,6681,3,No,4,38,Other_Bank,1
655,1,Have Account,18,No_Problems,2427,5,No,2,42,Other_Bank,2
656,0,Have Account,24,No_Problems,1216,2,No,4,38,No_credit,2
657,1,Have Account,6,Paid_Up,753,3,Yes,3,64,Other_Bank,1
658,1,Have Account,7,Paid_Up,2576,3,Yes,2,35,Other_Bank,1
659,1,Have Account,6,Paid_Up,590,2,No,3,26,Other_Bank,1
660,1,Have Account,8,Paid_Up,1414,3,Yes,2,33,Other_Bank,1
661,1,Have Account,12,Paid_Up,1103,4,Yes,3,29,Other_Bank,2
662,1,Have Account,12,No_Problems,585,3,Yes,4,20,Other_Bank,2
663,1,Have Account,6,Paid_Up,1068,5,No,4,28,Other_Bank,1
664,1,No Account,8,No_Problems,713,5,No,4,47,Other_Bank,2
